0.50000,0.01000,-0.50000
0.50006,0.01000,-0.49995
0.50013,0.01000,-0.49991
0.50019,0.01000,-0.49986
0.50025,0.01000,-0.49981
0.50031,0.01000,-0.49976
0.50038,0.00999,-0.49972
0.50044,0.00999,-0.49967
0.50050,0.00999,-0.49962
0.50057,0.00998,-0.49958
0.50063,0.00998,-0.49953
0.50069,0.00998,-0.49948
0.50075,0.00997,-0.49944
0.50082,0.00997,-0.49939
0.50088,0.00996,-0.49934
0.50094,0.00996,-0.49929
0.50100,0.00995,-0.49925
0.50107,0.00994,-0.49920
0.50113,0.00994,-0.49915
0.50119,0.00993,-0.49911
0.50125,0.00992,-0.49906
0.50132,0.00991,-0.49902
0.50138,0.00990,-0.49897
0.50144,0.00990,-0.49892
0.50150,0.00989,-0.49888
0.50157,0.00988,-0.49883
0.50163,0.00987,-0.49879
0.50169,0.00986,-0.49874
0.50175,0.00985,-0.49869
0.50181,0.00983,-0.49865
0.50188,0.00982,-0.49860
0.50194,0.00981,-0.49856
0.50200,0.00980,-0.49851
0.50206,0.00979,-0.49847
0.50212,0.00977,-0.49842
0.50218,0.00976,-0.49838
0.50224,0.00974,-0.49833
0.50231,0.00973,-0.49829
0.50237,0.00972,-0.49825
0.50243,0.00970,-0.49820
0.50249,0.00969,-0.49816
0.50255,0.00967,-0.49811
0.50261,0.00965,-0.49807
0.50267,0.00964,-0.49803
0.50273,0.00962,-0.49798
0.50279,0.00960,-0.49794
0.50285,0.00958,-0.49790
0.50291,0.00957,-0.49785
0.50297,0.00955,-0.49781
0.50303,0.00953,-0.49777
0.50309,0.00951,-0.49773
0.50315,0.00949,-0.49769
0.50321,0.00947,-0.49764
0.50327,0.00945,-0.49760
0.50333,0.00943,-0.49756
0.50339,0.00941,-0.49752
0.50345,0.00939,-0.49748
0.50351,0.00936,-0.49744
0.50357,0.00934,-0.49740
0.50363,0.00932,-0.49736
0.50368,0.00930,-0.49732
0.50374,0.00927,-0.49728
0.50380,0.00925,-0.49724
0.50386,0.00923,-0.49720
0.50392,0.00920,-0.49716
0.50398,0.00918,-0.49712
0.50403,0.00915,-0.49708
0.50409,0.00913,-0.49705
0.50415,0.00910,-0.49701
0.50420,0.00907,-0.49697
0.50426,0.00905,-0.49693
0.50432,0.00902,-0.49690
0.50438,0.00899,-0.49686
0.50443,0.00896,-0.49682
0.50449,0.00894,-0.49679
0.50454,0.00891,-0.49675
0.50460,0.00888,-0.49671
0.50466,0.00885,-0.49668
0.50471,0.00882,-0.49664
0.50477,0.00879,-0.49661
0.50482,0.00876,-0.49657
0.50488,0.00873,-0.49654
0.50493,0.00870,-0.49651
0.50499,0.00867,-0.49647
0.50504,0.00864,-0.49644
0.50510,0.00860,-0.49641
0.50515,0.00857,-0.49637
0.50520,0.00854,-0.49634
0.50526,0.00851,-0.49631
0.50531,0.00847,-0.49628
0.50536,0.00844,-0.49625
0.50542,0.00841,-0.49622
0.50547,0.00837,-0.49618
0.50552,0.00834,-0.49615
0.50557,0.00830,-0.49612
0.50563,0.00827,-0.49610
0.50568,0.00823,-0.49607
0.50573,0.00820,-0.49604
0.50578,0.00816,-0.49601
0.50583,0.00812,-0.49598
0.50588,0.00809,-0.49595
0.50593,0.00805,-0.49592
0.50598,0.00801,-0.49590
0.50603,0.00797,-0.49587
0.50608,0.00794,-0.49584
0.50613,0.00790,-0.49582
0.50618,0.00786,-0.49579
0.50623,0.00782,-0.49577
0.50628,0.00778,-0.49574
0.50633,0.00774,-0.49572
0.50638,0.00770,-0.49569
0.50643,0.00766,-0.49567
0.50648,0.00762,-0.49565
0.50652,0.00758,-0.49562
0.50657,0.00754,-0.49560
0.50662,0.00750,-0.49558
0.50667,0.00745,-0.49556
0.50671,0.00741,-0.49554
0.50676,0.00737,-0.49551
0.50681,0.00733,-0.49549
0.50685,0.00728,-0.49547
0.50690,0.00724,-0.49545
0.50694,0.00720,-0.49543
0.50699,0.00715,-0.49542
0.50703,0.00711,-0.49540
0.50708,0.00707,-0.49538
0.50712,0.00702,-0.49536
0.50716,0.00698,-0.49534
0.50721,0.00693,-0.49533
0.50725,0.00689,-0.49531
0.50730,0.00684,-0.49529
0.50734,0.00679,-0.49528
0.50738,0.00675,-0.49526
0.50742,0.00670,-0.49525
0.50747,0.00665,-0.49523
0.50751,0.00661,-0.49522
0.50755,0.00656,-0.49521
0.50759,0.00651,-0.49519
0.50763,0.00646,-0.49518
0.50767,0.00642,-0.49517
0.50771,0.00637,-0.49516
0.50775,0.00632,-0.49514
0.50779,0.00627,-0.49513
0.50783,0.00622,-0.49512
0.50787,0.00617,-0.49511
0.50791,0.00612,-0.49510
0.50795,0.00607,-0.49509
0.50798,0.00602,-0.49508
0.50802,0.00597,-0.49508
0.50806,0.00592,-0.49507
0.50810,0.00587,-0.49506
0.50813,0.00582,-0.49505
0.50817,0.00577,-0.49505
0.50821,0.00572,-0.49504
0.50824,0.00566,-0.49503
0.50828,0.00561,-0.49503
0.50831,0.00556,-0.49502
0.50835,0.00551,-0.49502
0.50838,0.00546,-0.49502
0.50841,0.00540,-0.49501
0.50845,0.00535,-0.49501
0.50848,0.00530,-0.49501
0.50852,0.00524,-0.49500
0.50855,0.00519,-0.49500
0.50858,0.00514,-0.49500
0.50861,0.00508,-0.49500
0.50864,0.00503,-0.49500
0.50868,0.00497,-0.49500
0.50871,0.00492,-0.49500
0.50874,0.00486,-0.49500
0.50877,0.00481,-0.49500
0.50880,0.00475,-0.49500
0.50883,0.00470,-0.49501
0.50886,0.00464,-0.49501
0.50889,0.00459,-0.49501
0.50892,0.00453,-0.49502
0.50894,0.00447,-0.49502
0.50897,0.00442,-0.49502
0.50900,0.00436,-0.49503
0.50903,0.00430,-0.49503
0.50905,0.00425,-0.49504
0.50908,0.00419,-0.49505
0.50911,0.00413,-0.49505
0.50913,0.00408,-0.49506
0.50916,0.00402,-0.49507
0.50918,0.00396,-0.49508
0.50921,0.00390,-0.49508
0.50923,0.00384,-0.49509
0.50926,0.00379,-0.49510
0.50928,0.00373,-0.49511
0.50930,0.00367,-0.49512
0.50933,0.00361,-0.49513
0.50935,0.00355,-0.49514
0.50937,0.00349,-0.49516
0.50939,0.00343,-0.49517
0.50941,0.00338,-0.49518
0.50943,0.00332,-0.49519
0.50945,0.00326,-0.49521
0.50947,0.00320,-0.49522
0.50949,0.00314,-0.49523
